player+team,rounds_played,vlr_rating,acs,kd,kast,adr,kpr,apr,dpr,fkpr,fdpr,hs_percent,cl_percent,group,year
siNggROA,702,0.99,193.6,0.99,0.69,122.0,0.72,0.28,0.73,0.11,0.11,0.25,0.18,gc,2025
VenTTIW,1643,0.99,193.2,0.98,0.74,126.5,0.69,0.39,0.7,0.09,0.09,0.32,0.15,challengers,2024
rawfiulRNTX,1189,0.99,193.2,1.01,0.71,131.4,0.69,0.25,0.68,0.1,0.1,0.35,0.13,challengers,2024
beliplayBCK,590,0.99,193.1,0.94,0.68,126.3,0.67,0.31,0.72,0.1,0.11,0.3,0.16,gc,2023
ellaPXU.GC,277,0.99,193.1,0.95,0.66,134.4,0.65,0.28,0.69,0.12,0.16,0.23,0.14,gc,2024
nozeFMG.GC,224,0.99,193.1,0.97,0.68,121.5,0.65,0.33,0.67,0.1,0.05,0.3,0.21,gc,2025
murizzzSHI,1840,0.99,193.0,1.0,0.72,128.9,0.68,0.3,0.67,0.08,0.09,0.26,0.13,challengers,2024
XtyAVN,678,0.99,192.9,0.98,0.71,125.6,0.69,0.3,0.71,0.06,0.07,0.28,0.09,challengers,2024
Peloncito6K,826,0.99,192.9,0.99,0.73,126.9,0.68,0.34,0.69,0.06,0.07,0.28,0.18,challengers,2025
rAb1qFA,1138,0.99,192.7,0.94,0.72,130.0,0.67,0.35,0.72,0.06,0.05,0.25,0.17,challengers,2024
EmmanXIP,205,0.99,192.5,0.92,0.76,129.7,0.68,0.32,0.74,0.09,0.08,0.33,0.17,vct,2023
troizyyyEK,482,0.99,192.5,0.98,0.71,128.3,0.65,0.22,0.67,0.06,0.09,0.21,0.14,challengers,2024
FOXAST.WO,616,0.99,192.1,0.95,0.71,124.2,0.66,0.49,0.7,0.06,0.08,0.27,0.12,challengers,2023
CoconutTutt,1468,0.99,192.0,1.03,0.72,131.2,0.7,0.24,0.67,0.08,0.08,0.25,0.18,gc,2024
SquenzerINFN,554,0.99,191.9,0.94,0.71,126.1,0.68,0.42,0.72,0.06,0.07,0.23,0.08,challengers,2023
khzZEN,657,0.99,191.8,1.05,0.69,128.8,0.7,0.21,0.67,0.09,0.1,0.28,0.1,challengers,2024
PatixCLS,525,0.99,191.5,0.98,0.75,124.7,0.69,0.44,0.7,0.07,0.08,0.36,0.16,challengers,2023
JonahPG2,1816,0.99,191.5,0.96,0.72,123.2,0.66,0.38,0.69,0.07,0.09,0.26,0.16,vct,2024
DyummyFS.P,675,0.99,191.4,1.0,0.74,121.0,0.69,0.42,0.7,0.09,0.09,0.28,0.08,gc,2024
jaydiebabieMISS,995,0.99,191.4,0.96,0.69,127.6,0.66,0.27,0.68,0.11,0.09,0.23,0.13,gc,2024
TheNightCheGMX,480,0.99,191.4,1.01,0.7,119.2,0.7,0.3,0.69,0.06,0.08,0.29,0.06,challengers,2025
MARCTYLINHOJL,860,0.99,191.2,0.94,0.73,123.9,0.65,0.36,0.69,0.08,0.05,0.19,0.18,challengers,2023
FlashbackDRX.AC,587,0.99,191.2,1.04,0.74,127.2,0.68,0.21,0.65,0.11,0.09,0.24,0.14,vct,2025
ReglusFL.GC,226,0.99,191.1,0.97,0.67,123.8,0.7,0.31,0.72,0.06,0.08,0.26,0.1,challengers,2023
RickyVailaAXL,612,0.99,190.9,1.0,0.69,128.1,0.69,0.25,0.7,0.06,0.06,0.26,0.14,challengers,2024
jakeeYFP,802,0.99,190.8,0.95,0.74,125.0,0.68,0.37,0.71,0.09,0.09,0.3,0.24,vct,2023
CHOOne,208,0.99,190.8,0.92,0.74,119.8,0.65,0.52,0.71,0.08,0.06,0.22,0.04,gc,2024
feqewESC,244,0.99,190.6,0.99,0.66,129.8,0.7,0.15,0.7,0.09,0.09,0.3,0.0,challengers,2024
AboTEC,530,0.99,190.6,0.96,0.68,126.3,0.69,0.23,0.72,0.11,0.11,0.37,0.0,vct,2025
shibaEND,923,0.99,190.5,0.96,0.69,128.4,0.67,0.3,0.7,0.09,0.09,0.27,0.22,challengers,2023
FatmarinoCAOS,809,0.99,190.4,1.01,0.7,123.9,0.7,0.26,0.69,0.07,0.1,0.27,0.18,challengers,2023
MaraHWSF,594,0.99,190.1,0.92,0.76,119.2,0.66,0.47,0.72,0.06,0.09,0.2,0.18,gc,2024
IxelaBGT,835,0.99,189.9,0.92,0.75,123.7,0.65,0.49,0.7,0.07,0.08,0.21,0.1,gc,2023
LongLNF,330,0.99,189.9,0.91,0.76,120.5,0.62,0.58,0.68,0.06,0.1,0.17,0.27,challengers,2024
BrofeldRC,798,0.99,189.8,1.02,0.73,125.6,0.67,0.27,0.66,0.07,0.08,0.26,0.12,challengers,2024
Arsvor,249,0.99,189.7,0.94,0.71,124.9,0.66,0.48,0.7,0.07,0.08,0.26,0.19,challengers,2025
DADDYMAXSuka,227,0.99,189.5,1.0,0.68,125.9,0.67,0.32,0.67,0.08,0.11,0.18,0.15,gc,2024
AtaKaptanFUT,1053,0.99,189.4,0.96,0.73,121.5,0.66,0.42,0.69,0.07,0.09,0.28,0.2,vct,2023
frzLOS,474,0.99,189.4,0.97,0.66,126.2,0.68,0.19,0.69,0.08,0.12,0.28,0.2,vct,2024
YuH4UR.GC,520,0.99,189.4,0.99,0.73,122.7,0.66,0.41,0.67,0.05,0.06,0.24,0.19,gc,2024
RenszGAL,625,0.99,189.4,0.98,0.71,120.8,0.69,0.28,0.71,0.08,0.09,0.36,0.14,challengers,2025
MiyuFKS.S,483,0.99,189.2,0.93,0.73,117.4,0.67,0.45,0.72,0.09,0.09,0.2,0.16,gc,2023
summoNN1M,530,0.99,189.0,0.91,0.72,127.7,0.63,0.38,0.69,0.05,0.07,0.24,0.1,challengers,2023
v1nnyRED,1617,0.99,189.0,0.99,0.71,125.5,0.67,0.34,0.67,0.06,0.09,0.34,0.12,challengers,2024
KUROLIAAXR,564,0.99,189.0,0.98,0.68,128.7,0.68,0.29,0.7,0.06,0.1,0.36,0.25,challengers,2024
GodsBSRP,1245,0.99,189.0,0.98,0.69,126.7,0.67,0.22,0.68,0.09,0.09,0.28,0.14,challengers,2024
HarshhhRGE,894,0.99,188.9,0.96,0.74,121.2,0.65,0.4,0.67,0.06,0.08,0.16,0.13,challengers,2023
Zhelick,353,0.99,188.9,0.95,0.72,124.5,0.67,0.4,0.7,0.08,0.08,0.28,0.11,challengers,2024
UnhappyROA,512,0.99,188.8,0.99,0.72,128.2,0.66,0.17,0.67,0.08,0.08,0.24,0.14,challengers,2023
H4teGTZ,728,0.99,188.8,0.96,0.72,125.5,0.68,0.28,0.71,0.05,0.08,0.36,0.18,challengers,2024
AthanDRX.AC,980,0.99,188.8,0.95,0.68,123.8,0.67,0.34,0.7,0.06,0.07,0.27,0.22,challengers,2025
LiriLiaLUN,650,0.99,188.7,0.96,0.75,129.5,0.64,0.43,0.67,0.07,0.08,0.31,0.13,gc,2024
miniwafflesCX,415,0.99,188.6,0.97,0.71,123.5,0.66,0.33,0.68,0.04,0.04,0.24,0.12,gc,2023
soulcasMKOI,347,0.99,188.6,0.98,0.72,126.9,0.69,0.21,0.71,0.07,0.04,0.34,0.16,vct,2025
besDRX.C,1674,0.99,188.3,0.98,0.74,120.1,0.65,0.43,0.67,0.08,0.08,0.26,0.12,gc,2023
proximaHVND,848,0.99,187.9,1.0,0.73,123.8,0.67,0.3,0.67,0.07,0.07,0.39,0.18,gc,2024
chqseCumb,479,0.99,187.8,1.03,0.72,129.6,0.67,0.25,0.66,0.09,0.08,0.24,0.15,challengers,2024
DrastZGMB,272,0.99,187.8,1.08,0.72,118.3,0.69,0.35,0.64,0.1,0.12,0.26,0.12,challengers,2025
KnightVoiceFH,841,0.99,187.6,0.93,0.71,125.0,0.67,0.37,0.72,0.06,0.06,0.29,0.19,challengers,2023
bravoNXT,432,0.99,187.6,0.92,0.75,123.2,0.64,0.45,0.69,0.07,0.09,0.29,0.13,challengers,2024
CloryPCF,324,0.99,187.5,0.93,0.73,124.0,0.66,0.39,0.7,0.06,0.07,0.29,0.1,challengers,2023
KilluaTLN,392,0.99,187.5,0.98,0.7,126.7,0.67,0.26,0.68,0.09,0.07,0.34,0.14,vct,2025
lumieexyLVNE,618,0.99,187.4,0.93,0.75,117.7,0.64,0.51,0.7,0.04,0.06,0.12,0.16,gc,2023
mimi,263,0.99,187.2,1.01,0.71,122.3,0.68,0.34,0.68,0.06,0.07,0.36,0.16,gc,2025
ReboROSE,319,0.99,187.1,1.0,0.76,117.2,0.66,0.42,0.66,0.09,0.11,0.19,0.23,challengers,2025
RbTEC,1521,0.99,186.9,1.0,0.72,122.5,0.66,0.27,0.66,0.09,0.08,0.25,0.21,vct,2023
GnadelGGA,891,0.99,186.9,1.0,0.68,120.7,0.68,0.2,0.68,0.08,0.08,0.32,0.17,challengers,2025
OuTLaWFLC,771,0.99,186.8,1.06,0.74,123.7,0.69,0.3,0.65,0.06,0.07,0.34,0.16,challengers,2024
MeloxyPCIF,563,0.99,186.6,0.97,0.77,117.6,0.66,0.41,0.68,0.05,0.06,0.2,0.17,gc,2024
Wizard010,264,0.99,186.5,1.01,0.74,122.6,0.66,0.3,0.65,0.07,0.06,0.23,0.14,challengers,2023
SlacherjGNG,433,0.99,186.5,1.06,0.75,129.9,0.71,0.25,0.67,0.03,0.05,0.27,0.07,challengers,2023
sammymmas,570,0.99,186.4,0.93,0.7,120.0,0.65,0.43,0.7,0.05,0.05,0.14,0.13,gc,2024
benjyfishyTH,636,0.99,186.3,1.04,0.73,127.9,0.69,0.18,0.67,0.06,0.08,0.37,0.16,vct,2025
CloserAUS,927,0.99,186.2,0.96,0.71,127.4,0.65,0.33,0.68,0.06,0.07,0.24,0.15,challengers,2024
skyppervzGOAT,580,0.99,186.1,0.95,0.67,125.4,0.66,0.33,0.7,0.07,0.07,0.33,0.15,challengers,2025
nickszRED,337,0.99,185.9,1.0,0.71,126.9,0.66,0.35,0.66,0.06,0.07,0.26,0.23,challengers,2023
moniAwak,621,0.99,185.9,0.97,0.71,122.9,0.67,0.28,0.69,0.07,0.1,0.35,0.18,gc,2024
N A I SZTA,461,0.99,185.8,0.94,0.67,123.0,0.66,0.22,0.7,0.06,0.07,0.27,0.12,challengers,2025
AeroAWAK,269,0.99,185.6,0.98,0.73,126.8,0.65,0.22,0.66,0.06,0.07,0.27,0.17,challengers,2023
BetrayerN19,868,0.99,185.5,1.02,0.71,126.4,0.66,0.17,0.65,0.06,0.06,0.27,0.14,challengers,2023
YuNoUCAM,1032,0.99,185.4,0.97,0.73,118.7,0.66,0.4,0.68,0.08,0.1,0.25,0.16,challengers,2025
almndraLEV.GC,652,0.99,185.0,0.96,0.73,116.4,0.65,0.36,0.68,0.07,0.06,0.22,0.14,gc,2023
isaaEcli,733,0.99,185.0,0.97,0.69,123.4,0.65,0.19,0.67,0.06,0.04,0.14,0.08,gc,2024
brawkNRG,275,0.99,185.0,0.98,0.75,126.7,0.67,0.31,0.68,0.04,0.07,0.19,0.06,vct,2025
OoriimeZER,1010,0.99,184.9,0.98,0.72,121.1,0.68,0.35,0.69,0.08,0.09,0.29,0.18,challengers,2023
Huntr,717,0.99,184.9,0.92,0.71,125.6,0.64,0.38,0.69,0.06,0.07,0.26,0.14,challengers,2024
azohHSW,1160,0.99,184.8,0.92,0.73,121.3,0.62,0.43,0.68,0.07,0.09,0.21,0.16,challengers,2024
IF,229,0.99,184.4,0.99,0.69,120.1,0.67,0.31,0.68,0.07,0.08,0.2,0.18,challengers,2023
MILKYBOBO,661,0.99,184.2,0.93,0.73,119.4,0.63,0.47,0.68,0.05,0.1,0.25,0.21,challengers,2023
naiaPWR,427,0.99,184.2,0.97,0.68,127.1,0.67,0.21,0.69,0.07,0.09,0.38,0.12,gc,2024
KittyKTG,228,0.99,184.1,0.91,0.72,127.2,0.64,0.34,0.7,0.04,0.05,0.22,0.17,gc,2024
SotoriusTall,488,0.99,184.0,0.92,0.75,120.4,0.63,0.46,0.68,0.08,0.08,0.22,0.11,challengers,2023
N A I SZTA,1086,0.99,183.8,0.98,0.77,123.8,0.64,0.37,0.65,0.06,0.06,0.27,0.15,challengers,2023
MARCTYLINHOJL,875,0.99,183.5,0.99,0.74,117.4,0.65,0.32,0.66,0.07,0.05,0.25,0.16,challengers,2024
MakaveliDXE,720,0.99,183.5,1.0,0.72,124.7,0.65,0.28,0.65,0.07,0.07,0.27,0.13,challengers,2024
KPRF.GC,1132,0.99,183.3,0.98,0.77,120.5,0.65,0.43,0.66,0.07,0.08,0.28,0.15,gc,2023
Stwz1IMP,708,0.99,183.3,0.91,0.74,118.6,0.63,0.47,0.69,0.06,0.07,0.31,0.15,challengers,2025
wodahSHU,558,0.99,183.2,0.95,0.73,121.7,0.64,0.36,0.67,0.08,0.06,0.3,0.1,challengers,2024
htmHVND,1869,0.99,183.1,0.97,0.75,120.5,0.63,0.4,0.65,0.08,0.09,0.25,0.19,gc,2023
skylenSUP,1264,0.99,182.7,0.98,0.73,119.4,0.65,0.36,0.66,0.06,0.07,0.35,0.18,challengers,2023
KhalilFUR,555,0.99,182.6,0.95,0.71,124.7,0.66,0.26,0.7,0.05,0.07,0.3,0.17,vct,2024
noumit5HEA,586,0.99,182.3,0.97,0.72,123.4,0.63,0.27,0.65,0.09,0.08,0.21,0.15,challengers,2024
Kiwee,427,0.99,182.3,0.94,0.74,124.5,0.62,0.32,0.65,0.05,0.07,0.23,0.17,gc,2024
jeed5BG,739,0.99,182.2,0.91,0.75,119.3,0.65,0.45,0.71,0.06,0.06,0.33,0.11,challengers,2023
ZyxlSE,1082,0.99,182.0,0.97,0.72,117.1,0.62,0.35,0.65,0.08,0.07,0.17,0.16,gc,2023
azulZEN.GC,403,0.99,182.0,0.98,0.71,120.9,0.68,0.39,0.69,0.05,0.05,0.38,0.15,gc,2025
MikiHB,275,0.99,181.7,0.94,0.71,120.6,0.65,0.42,0.69,0.05,0.05,0.23,0.08,challengers,2023
logaNVIT.RE,290,0.99,181.7,0.98,0.68,119.4,0.63,0.19,0.65,0.06,0.09,0.32,0.04,vct,2024
JanCGZ,518,0.99,181.3,0.99,0.75,119.9,0.61,0.32,0.62,0.07,0.06,0.26,0.16,challengers,2023
RuzicaFLCV,1869,0.99,181.0,1.07,0.72,123.9,0.68,0.11,0.63,0.07,0.06,0.27,0.15,gc,2023
AsteriskkAE,675,0.99,180.9,0.92,0.74,115.0,0.62,0.52,0.67,0.07,0.09,0.17,0.13,challengers,2023
KILLA,300,0.99,180.9,0.95,0.7,120.2,0.64,0.33,0.68,0.08,0.08,0.27,0.13,gc,2025
adrnkingAE,1102,0.99,180.8,0.95,0.76,115.5,0.63,0.42,0.67,0.04,0.06,0.28,0.15,challengers,2023
ViscernShel,383,0.99,180.8,0.99,0.74,114.9,0.64,0.35,0.65,0.09,0.08,0.23,0.1,challengers,2024
mindfreakPRX,1798,0.99,180.6,1.0,0.73,118.7,0.66,0.32,0.65,0.05,0.06,0.34,0.13,vct,2024
96magic3S,274,0.99,180.5,0.99,0.68,121.3,0.66,0.31,0.67,0.04,0.05,0.22,0.17,challengers,2023
mediKaTWIS.O,366,0.99,180.3,0.9,0.72,122.6,0.63,0.4,0.7,0.07,0.07,0.22,0.17,gc,2024
PepperNTH,347,0.99,180.2,0.94,0.75,115.9,0.63,0.4,0.67,0.09,0.08,0.21,0.08,challengers,2023
MrPepe,265,0.99,180.1,0.96,0.65,121.8,0.66,0.21,0.68,0.13,0.07,0.26,0.11,challengers,2025
WeboDeusZEN,563,0.99,180.0,0.96,0.77,115.9,0.64,0.46,0.67,0.09,0.07,0.24,0.23,challengers,2023
e9LairBB,687,0.99,179.8,0.92,0.71,121.9,0.61,0.35,0.67,0.07,0.06,0.22,0.16,challengers,2024
T4CCurs,882,0.99,179.7,0.92,0.74,118.3,0.63,0.48,0.69,0.05,0.06,0.23,0.13,gc,2024
ESMONDEOPY,1160,0.99,179.6,0.94,0.74,121.1,0.62,0.4,0.66,0.05,0.06,0.23,0.16,challengers,2024
PookyONS,425,0.99,179.0,0.97,0.73,119.4,0.64,0.31,0.66,0.04,0.06,0.22,0.15,challengers,2023
gatoradaSG,1147,0.99,178.7,0.92,0.75,112.9,0.61,0.49,0.66,0.07,0.06,0.21,0.16,challengers,2024
A1kaDRX.C,524,0.99,178.4,1.02,0.71,125.1,0.64,0.21,0.63,0.06,0.07,0.27,0.21,gc,2024
caya1Alli,237,0.99,178.4,0.98,0.68,121.8,0.66,0.24,0.67,0.07,0.07,0.24,0.13,gc,2025
NickTLP,365,0.99,178.2,0.97,0.75,114.5,0.63,0.43,0.65,0.05,0.05,0.28,0.09,challengers,2024
LearTHNK,1179,0.99,177.7,0.98,0.76,114.9,0.61,0.41,0.63,0.06,0.06,0.22,0.13,challengers,2024
ShadoWMZP,1254,0.99,177.4,0.99,0.78,113.2,0.63,0.46,0.64,0.05,0.05,0.2,0.22,challengers,2023
m0reaRRQA,309,0.99,177.4,0.91,0.75,110.9,0.62,0.47,0.68,0.07,0.08,0.28,0.15,challengers,2025
GrmekistaZ10,1086,0.99,177.0,0.92,0.72,120.2,0.62,0.34,0.67,0.07,0.06,0.26,0.17,challengers,2025
AyyzicleLONE,518,0.99,176.6,0.95,0.71,120.8,0.65,0.29,0.68,0.05,0.05,0.32,0.14,challengers,2024
QiQiAy,394,0.99,176.4,0.92,0.73,116.5,0.63,0.46,0.68,0.05,0.07,0.21,0.13,gc,2023
pdrMT,314,0.99,176.0,0.87,0.72,121.6,0.6,0.44,0.69,0.04,0.09,0.19,0.17,challengers,2023
theDoctorrU5,392,0.99,175.6,0.93,0.73,115.9,0.61,0.44,0.66,0.06,0.05,0.26,0.2,challengers,2023
Soyeon3DO,217,0.99,175.2,0.92,0.76,112.9,0.61,0.56,0.66,0.04,0.06,0.23,0.04,gc,2023
6ixAGT,225,0.99,174.8,1.04,0.69,120.3,0.65,0.25,0.63,0.05,0.08,0.36,0.26,challengers,2024
FlaxCGZ,516,0.99,173.5,1.02,0.73,115.0,0.62,0.29,0.61,0.06,0.09,0.33,0.15,challengers,2024
BeYNDRX,891,0.99,173.0,0.94,0.74,113.7,0.6,0.35,0.64,0.07,0.06,0.26,0.16,vct,2025
FrenZyyXLR8,296,0.99,172.7,0.87,0.7,119.3,0.59,0.38,0.68,0.05,0.06,0.29,0.14,challengers,2024
staxT1,1314,0.99,172.6,0.96,0.72,118.7,0.62,0.36,0.65,0.04,0.05,0.29,0.13,vct,2025
Akxshi,235,0.99,172.1,0.97,0.72,108.6,0.61,0.41,0.63,0.03,0.06,0.25,0.25,challengers,2023
KOHALZETA.GC,761,0.99,171.2,0.97,0.77,111.0,0.61,0.55,0.62,0.06,0.06,0.25,0.2,gc,2023
FilipBr1ghtESC,279,0.99,171.2,0.93,0.77,111.0,0.61,0.44,0.66,0.06,0.03,0.23,0.16,challengers,2024
Iris,207,0.99,170.3,1.01,0.78,105.8,0.62,0.39,0.62,0.04,0.06,0.31,0.14,gc,2025
TaraXIP.GC,983,0.99,170.1,1.04,0.75,109.8,0.61,0.39,0.59,0.05,0.05,0.25,0.2,gc,2024
calsushiTDY,587,0.99,169.1,0.92,0.72,116.5,0.61,0.35,0.66,0.02,0.04,0.33,0.13,gc,2023
lowelBAR,767,0.99,168.6,0.95,0.73,109.4,0.59,0.39,0.62,0.05,0.06,0.25,0.11,challengers,2025
S1MonEDG,777,0.99,168.4,0.94,0.76,111.8,0.6,0.46,0.64,0.05,0.04,0.29,0.2,vct,2024
toozyNW,859,0.99,168.1,0.88,0.76,114.1,0.59,0.49,0.66,0.04,0.06,0.27,0.21,challengers,2025
IrisBellBehi,280,0.99,167.2,0.97,0.75,111.2,0.59,0.32,0.61,0.07,0.04,0.23,0.24,gc,2023
ririPRM,832,0.99,166.4,0.94,0.75,112.2,0.6,0.4,0.63,0.05,0.06,0.3,0.13,gc,2023
ESMONDEOPY,679,0.99,165.7,0.95,0.75,106.9,0.59,0.43,0.62,0.04,0.07,0.19,0.16,challengers,2023
AngelHAKI,1092,0.99,162.5,0.92,0.75,105.9,0.58,0.42,0.63,0.05,0.04,0.32,0.13,gc,2024
fallacyDrea,241,0.99,158.3,0.98,0.7,106.3,0.62,0.37,0.63,0.06,0.06,0.33,0.16,gc,2025
IamKimyyFG,266,0.98,254.1,1.04,0.68,161.1,0.84,0.23,0.81,0.18,0.2,0.15,0.2,gc,2023
LocoFOG,291,0.98,246.8,1.1,0.71,155.4,0.87,0.12,0.79,0.25,0.22,0.32,0.27,challengers,2024
Mayuri,404,0.98,243.7,0.96,0.75,152.7,0.79,0.47,0.82,0.17,0.18,0.22,0.1,gc,2023
NirvanaR8.B,1522,0.98,240.6,1.03,0.7,153.8,0.81,0.21,0.79,0.19,0.17,0.22,0.12,gc,2023
bunnybeeGHST,412,0.98,234.7,1.02,0.71,150.7,0.79,0.21,0.77,0.23,0.19,0.27,0.15,challengers,2023
BabyblueJDG,296,0.98,232.0,0.99,0.72,151.8,0.78,0.32,0.79,0.17,0.17,0.25,0.19,vct,2023
pingaAy,416,0.98,231.9,0.97,0.71,153.1,0.78,0.2,0.81,0.21,0.18,0.24,0.11,gc,2024
TubDVT,320,0.98,231.9,0.99,0.72,154.4,0.78,0.22,0.79,0.17,0.19,0.21,0.24,gc,2025
GeniussCRT,202,0.98,230.9,0.99,0.7,150.4,0.78,0.36,0.79,0.14,0.19,0.28,0.0,challengers,2023
lux9VIT.RE,765,0.98,230.4,1.02,0.65,145.8,0.79,0.14,0.78,0.2,0.18,0.25,0.2,challengers,2025
KadoomSPE,1566,0.98,229.5,1.03,0.7,148.9,0.78,0.19,0.76,0.2,0.19,0.26,0.15,challengers,2024
NarwaLPRN,210,0.98,228.8,0.98,0.73,144.5,0.77,0.32,0.78,0.14,0.12,0.15,0.0,challengers,2023
FrxeezIGZ,216,0.98,228.5,0.98,0.67,149.7,0.78,0.16,0.8,0.17,0.2,0.23,0.07,challengers,2025
GsN,215,0.98,228.2,1.02,0.66,155.8,0.79,0.16,0.77,0.18,0.15,0.35,0.13,challengers,2024
kzGG,222,0.98,227.5,1.0,0.65,145.8,0.79,0.22,0.79,0.18,0.18,0.22,0.05,challengers,2024
Foxy9GEN,551,0.98,227.1,1.06,0.69,143.4,0.78,0.17,0.73,0.22,0.21,0.25,0.13,vct,2023
Nortor,217,0.98,226.5,0.96,0.65,146.7,0.78,0.22,0.82,0.24,0.22,0.19,0.0,gc,2025
aymanCRC,568,0.98,225.7,0.98,0.7,148.1,0.77,0.18,0.79,0.19,0.19,0.19,0.16,challengers,2024
XzinCNE.GC,537,0.98,225.1,1.07,0.72,147.0,0.8,0.17,0.75,0.11,0.11,0.36,0.14,gc,2025
HoriPPW,230,0.98,224.6,1.04,0.73,148.9,0.81,0.17,0.78,0.15,0.15,0.22,0.07,gc,2024
vltYN,1682,0.98,224.1,1.0,0.66,147.5,0.8,0.16,0.79,0.14,0.15,0.31,0.15,challengers,2024
XanNAOS,510,0.98,223.7,1.02,0.69,143.6,0.79,0.23,0.78,0.15,0.16,0.33,0.26,challengers,2025
d3murGNG,785,0.98,223.5,1.01,0.66,143.4,0.77,0.2,0.77,0.19,0.2,0.25,0.26,challengers,2025
MurphyBMY,400,0.98,223.4,1.03,0.73,145.3,0.77,0.2,0.75,0.16,0.15,0.26,0.04,gc,2023
adoraHERO,600,0.98,223.1,1.01,0.68,148.2,0.77,0.16,0.76,0.17,0.18,0.31,0.07,gc,2025
hano,231,0.98,222.6,0.99,0.7,144.5,0.74,0.35,0.75,0.07,0.07,0.22,0.12,challengers,2023
desBZKD,260,0.98,222.0,0.98,0.68,154.0,0.77,0.18,0.78,0.17,0.17,0.24,0.15,gc,2023
WolfenCGN,665,0.98,221.8,1.05,0.69,143.1,0.77,0.23,0.74,0.15,0.13,0.32,0.1,challengers,2024
SkairipaBLZE,1074,0.98,221.6,1.01,0.7,142.8,0.79,0.19,0.78,0.16,0.14,0.21,0.1,gc,2023
Ivory4F,856,0.98,221.0,1.01,0.73,147.1,0.75,0.26,0.74,0.17,0.18,0.23,0.16,gc,2024
icyEG,529,0.98,219.4,1.01,0.7,145.2,0.78,0.16,0.77,0.16,0.17,0.25,0.18,vct,2025
LeosenSGE,1106,0.98,219.0,1.04,0.66,144.7,0.78,0.15,0.76,0.17,0.17,0.27,0.14,challengers,2024
LifeFPX,267,0.98,218.8,1.01,0.73,144.1,0.77,0.18,0.76,0.23,0.13,0.23,0.0,vct,2023
KHALEASYHALO,515,0.98,218.6,1.03,0.71,139.5,0.76,0.26,0.74,0.14,0.13,0.26,0.08,gc,2023
novaEVO,901,0.98,218.3,1.0,0.66,141.2,0.76,0.21,0.76,0.16,0.2,0.25,0.17,gc,2025
franzeraRETA,286,0.98,218.1,0.94,0.76,135.1,0.7,0.5,0.74,0.15,0.1,0.18,0.06,challengers,2023
zajYDZ,213,0.98,217.8,0.95,0.68,147.4,0.76,0.25,0.8,0.14,0.11,0.42,0.15,challengers,2025
LoveX,337,0.98,217.7,1.0,0.75,146.7,0.75,0.27,0.75,0.15,0.14,0.19,0.12,challengers,2023
eri3 AM,281,0.98,217.5,1.02,0.71,145.9,0.76,0.23,0.74,0.1,0.09,0.26,0.14,gc,2025
trickyRGE,364,0.98,217.4,1.01,0.71,138.1,0.74,0.2,0.74,0.19,0.16,0.3,0.17,challengers,2025
DepZETA,235,0.98,216.9,1.0,0.62,139.8,0.76,0.17,0.76,0.15,0.19,0.28,0.2,vct,2025
Crocs,286,0.98,216.8,1.04,0.71,145.0,0.77,0.19,0.74,0.13,0.1,0.35,0.06,challengers,2024
JuicyWOL,574,0.98,216.5,1.0,0.67,142.4,0.75,0.29,0.75,0.17,0.19,0.29,0.0,vct,2025
mongCD,336,0.98,216.3,1.06,0.72,140.3,0.76,0.17,0.72,0.13,0.13,0.28,0.12,challengers,2024
ViviCEL,480,0.98,215.9,0.97,0.71,143.0,0.74,0.26,0.76,0.13,0.13,0.31,0.12,gc,2023
nomySole,291,0.98,215.7,0.97,0.69,141.5,0.74,0.35,0.76,0.11,0.16,0.21,0.07,gc,2025
MeteorT1,1314,0.98,215.6,1.02,0.68,144.4,0.76,0.2,0.74,0.13,0.13,0.31,0.11,vct,2025
BangnanDK,1256,0.98,215.4,1.06,0.69,139.1,0.78,0.18,0.73,0.13,0.11,0.36,0.13,challengers,2024
alcoacHUP,391,0.98,214.4,1.01,0.66,144.4,0.76,0.18,0.75,0.15,0.18,0.24,0.13,challengers,2023
JexterDIS.E,1050,0.98,214.2,0.99,0.7,142.4,0.73,0.26,0.74,0.14,0.12,0.26,0.22,gc,2023
PadgeNIP.LI,905,0.98,213.8,0.98,0.68,142.8,0.74,0.17,0.75,0.12,0.18,0.27,0.25,gc,2023
SetrexzKIWI,756,0.98,213.8,1.05,0.67,138.3,0.8,0.16,0.77,0.2,0.17,0.35,0.17,gc,2025
HardyO2G,269,0.98,213.3,0.96,0.68,148.1,0.73,0.28,0.76,0.09,0.09,0.29,0.17,challengers,2024
floraBCS,332,0.98,213.0,1.01,0.7,138.7,0.73,0.2,0.73,0.16,0.13,0.24,0.23,challengers,2025
ganterOXÜ,406,0.98,212.3,0.96,0.67,141.6,0.72,0.18,0.75,0.11,0.16,0.23,0.19,challengers,2024
BREWBara,529,0.98,211.8,1.02,0.71,137.7,0.74,0.23,0.72,0.15,0.11,0.24,0.11,challengers,2024
oasisAKV.GC,412,0.98,211.5,1.05,0.75,140.3,0.73,0.24,0.69,0.15,0.12,0.28,0.19,gc,2025
keloqzMDR,1059,0.98,210.9,1.04,0.68,135.1,0.75,0.17,0.72,0.16,0.14,0.26,0.16,challengers,2025
Chewbecca,352,0.98,210.8,0.98,0.65,107.4,0.72,0.22,0.73,0.07,0.1,0.23,0.23,gc,2025
